game,scene_id,scene,seq,speaker,speaker_canon,type,register,register_source,p_narration,n_words,text_sha1
Blood Omen 2,2,Chapter One: The Slums,90,,,action,,,,9,bd4cf3f0f58d
Blood Omen 2,2,Chapter One: The Slums,91,Umah,Umah,speech,dialogue,constraint,,73,8a1b72c2062b
Blood Omen 2,2,Chapter One: The Slums,92,,,action,,,,6,99679606fafe
Blood Omen 2,2,Chapter One: The Slums,93,Umah,Umah,speech,dialogue,model,0.0460,22,0e5d0081e2f3
Blood Omen 2,2,Chapter One: The Slums,94,,,action,,,,6,68d777f549fb
Blood Omen 2,2,Chapter One: The Slums,95,Umah,Umah,speech,dialogue,model,0.0636,22,6cec976a874f
Blood Omen 2,2,Chapter One: The Slums,96,,,action,,,,9,3b296d0ded39
Blood Omen 2,2,Chapter One: The Slums,97,Umah,Umah,speech,dialogue,model,0.0309,19,d23035beb243
Blood Omen 2,2,Chapter One: The Slums,98,,,action,,,,14,5f3b6c267660
Blood Omen 2,2,Chapter One: The Slums,99,Umah,Umah,speech,dialogue,model,0.0169,13,5af35878a9a2
Blood Omen 2,2,Chapter One: The Slums,100,,,action,,,,11,f10237ec82b3
Blood Omen 2,2,Chapter One: The Slums,101,,,action,,,,14,ddf1549b2714
Blood Omen 2,2,Chapter One: The Slums,102,,,action,,,,10,8b9f7b8ab485
Blood Omen 2,2,Chapter One: The Slums,103,,,action,,,,14,de7500b9d737
Blood Omen 2,2,Chapter One: The Slums,104,Kain,Kain,speech,dialogue,none,,6,f0c130d19492
Blood Omen 2,2,Chapter One: The Slums,105,,,action,,,,12,45f7f4827a45
Blood Omen 2,2,Chapter One: The Slums,106,,,action,,,,13,4297fa97fee0
Blood Omen 2,2,Chapter One: The Slums,107,,,action,,,,5,87623a1c5a1f
Blood Omen 2,2,Chapter One: The Slums,108,Umah,Umah,speech,dialogue,constraint,,98,3a5718fd0ffe
Blood Omen 2,2,Chapter One: The Slums,109,Kain,Kain,speech,dialogue,none,,4,4a587acda027
Blood Omen 2,2,Chapter One: The Slums,110,Umah,Umah,speech,dialogue,model,0.0319,18,4e9d3cbee16d
Blood Omen 2,2,Chapter One: The Slums,111,Kain,Kain,speech,dialogue,none,,11,783a77b820ce
Blood Omen 2,2,Chapter One: The Slums,112,Umah,Umah,speech,dialogue,model,0.1889,7,4ab53b18ea03
Blood Omen 2,2,Chapter One: The Slums,113,,,action,,,,13,9cb90be7cb85
Blood Omen 2,2,Chapter One: The Slums,114,Umah,Umah,speech,dialogue,model,0.1267,5,27abd49b645b
Blood Omen 2,2,Chapter One: The Slums,115,Kain,Kain,speech,dialogue,none,,4,e914cf22ff8f
Blood Omen 2,2,Chapter One: The Slums,116,Umah,Umah,speech,dialogue,model,0.0306,19,52bd082f0594
Blood Omen 2,2,Chapter One: The Slums,117,Kain,Kain,speech,narration,explicit_paren,,20,f711fa946757
Blood Omen 2,2,Chapter One: The Slums,118,Umah,Umah,speech,dialogue,model,0.0686,3,79cafbca601e
Blood Omen 2,2,Chapter One: The Slums,119,,,action,,,,11,02a22dc2d41c
Blood Omen 2,2,Chapter One: The Slums,120,Sarafan Guard 1,Sarafan Guard 1,speech,dialogue,model,0.1316,5,6ef749d17313
Blood Omen 2,2,Chapter One: The Slums,121,,,action,,,,15,150e41739b88
Blood Omen 2,2,Chapter One: The Slums,122,Umah,Umah,speech,dialogue,model,0.0297,18,a4d3e1b8b503
Blood Omen 2,2,Chapter One: The Slums,123,Sarafan Guard,Sarafan Guard,speech,dialogue,model,0.0555,3,87f692c00b20
Blood Omen 2,2,Chapter One: The Slums,124,,,action,,,,13,bc706212b178
Blood Omen 2,2,Chapter One: The Slums,125,Umah,Umah,speech,dialogue,model,0.0416,21,04d4bd0c2791
Blood Omen 2,2,Chapter One: The Slums,126,,,action,,,,10,30a5caa0f631
Blood Omen 2,2,Chapter One: The Slums,127,Sarafan Guard,Sarafan Guard,speech,dialogue,model,0.0906,4,638e8ef22ac8
Blood Omen 2,2,Chapter One: The Slums,128,,,action,,,,10,07779f897be6
Blood Omen 2,2,Chapter One: The Slums,129,Umah,Umah,speech,dialogue,model,0.0082,12,37c3fd4cd211
Blood Omen 2,2,Chapter One: The Slums,130,,,action,,,,8,380235e21eaf
Blood Omen 2,2,Chapter One: The Slums,131,Sarafan Guard,Sarafan Guard,speech,dialogue,model,0.0278,2,21851a75f67f
Blood Omen 2,2,Chapter One: The Slums,132,,,action,,,,12,9d0ada89f11a
Blood Omen 2,2,Chapter One: The Slums,133,Kain,Kain,speech,narration,explicit_paren,,52,e2c26bd95654
Blood Omen 2,2,Chapter One: The Slums,134,,,action,,,,15,849c7c5f9ece
Blood Omen 2,2,Chapter One: The Slums,135,Kain,Kain,speech,dialogue,none,,7,f8e7c3247f00
Blood Omen 2,2,Chapter One: The Slums,136,Peasant,Peasant,speech,dialogue,model,0.0037,7,01a0103e2402
Blood Omen 2,2,Chapter One: The Slums,137,Kain,Kain,speech,dialogue,none,,13,d0d36a3e777a
Blood Omen 2,2,Chapter One: The Slums,138,Peasant,Peasant,speech,dialogue,model,0.0518,26,1176accf901b
Blood Omen 2,2,Chapter One: The Slums,139,,,action,,,,14,07b4f052783c
Blood Omen 2,2,Chapter One: The Slums,140,Kain,Kain,speech,dialogue,none,,8,75578e194430
Blood Omen 2,2,Chapter One: The Slums,141,Peasant,Peasant,speech,dialogue,model,0.0797,30,e7f93503e9f0
Blood Omen 2,2,Chapter One: The Slums,142,Kain,Kain,speech,dialogue,none,,4,a63f7f90ff75
Blood Omen 2,2,Chapter One: The Slums,143,,,action,,,,13,c05119b3b924
Blood Omen 2,2,Chapter One: The Slums,144,Peasant,Peasant,speech,dialogue,model,0.0847,24,fb351f56d99a
Blood Omen 2,2,Chapter One: The Slums,145,Kain,Kain,speech,dialogue,none,,10,9cd09d92c0f7
Blood Omen 2,2,Chapter One: The Slums,146,,,action,,,,11,fa07dcf4075d
Blood Omen 2,3,Chapter 2: The Den,147,,,action,,,,9,238d93322ba7
Blood Omen 2,3,Chapter 2: The Den,148,,,action,,,,5,01e4c1093929
Blood Omen 2,3,Chapter 2: The Den,149,Kain,Kain,speech,dialogue,none,,4,d9828d775d67
Blood Omen 2,3,Chapter 2: The Den,150,Umah,Umah,speech,dialogue,constraint,,78,dae3d8d7231a
Blood Omen 2,3,Chapter 2: The Den,151,Kain,Kain,speech,dialogue,none,,15,d1807b328fbf
Blood Omen 2,3,Chapter 2: The Den,152,Umah,Umah,speech,dialogue,model,0.1138,36,c4de72d925f1
Blood Omen 2,3,Chapter 2: The Den,153,Kain,Kain,speech,dialogue,none,,6,55eb8820add8
Blood Omen 2,3,Chapter 2: The Den,154,Umah,Umah,speech,dialogue,model,0.0136,13,1db847bdea39
Blood Omen 2,3,Chapter 2: The Den,155,,,action,,,,14,ec69e1e9d97c
Blood Omen 2,3,Chapter 2: The Den,156,Peasant,Peasant,speech,dialogue,model,0.0077,8,aad593ccc6bb
Blood Omen 2,3,Chapter 2: The Den,157,Kain,Kain,speech,dialogue,none,,3,9240c023fe86
Blood Omen 2,3,Chapter 2: The Den,158,Peasant,Peasant,speech,dialogue,model,0.0981,29,82dc099befca
Blood Omen 2,3,Chapter 2: The Den,159,Kain,Kain,speech,dialogue,none,,6,86874f640046
Blood Omen 2,3,Chapter 2: The Den,160,Peasant,Peasant,speech,dialogue,model,0.1740,45,70ad280b474e
Blood Omen 2,3,Chapter 2: The Den,161,Kain,Kain,speech,dialogue,none,,5,ca1d8aacbeb4
Blood Omen 2,3,Chapter 2: The Den,162,Peasant,Peasant,speech,dialogue,model,0.1290,34,cacb9cb13973
Blood Omen 2,3,Chapter 2: The Den,163,Kain,Kain,speech,dialogue,none,,5,91091eac59fb
Blood Omen 2,3,Chapter 2: The Den,164,,,action,,,,10,1f17d1df7937
Blood Omen 2,3,Chapter 2: The Den,165,Bartender,Bartender,speech,dialogue,model,0.2693,9,c95aa06678fc
Blood Omen 2,3,Chapter 2: The Den,166,,,action,,,,12,2daa95a3f8ba
Blood Omen 2,3,Chapter 2: The Den,167,Faustus,Faustus,speech,dialogue,model,0.0369,19,a63c98739b98
Blood Omen 2,3,Chapter 2: The Den,168,Kain,Kain,speech,narration,explicit_paren,,22,83ddfd749e69
Blood Omen 2,3,Chapter 2: The Den,169,Kain,Kain,speech,dialogue,explicit_paren,,15,b396f81bd1d0
Blood Omen 2,3,Chapter 2: The Den,170,Faustus,Faustus,speech,dialogue,constraint,0.8561,38,a7612e0d26ad
Blood Omen 2,3,Chapter 2: The Den,171,Kain,Kain,speech,dialogue,none,,21,d9d64fc591bd
Blood Omen 2,3,Chapter 2: The Den,172,Faustus,Faustus,speech,dialogue,model,0.0409,19,253e604265f1
Blood Omen 2,3,Chapter 2: The Den,173,Kain,Kain,speech,dialogue,none,,11,3b144d06ca0e
Blood Omen 2,3,Chapter 2: The Den,174,Faustus,Faustus,speech,dialogue,model,0.0341,19,736ef09b29dd
Blood Omen 2,3,Chapter 2: The Den,175,Kain,Kain,speech,dialogue,none,,17,dd8f7367c590
Blood Omen 2,3,Chapter 2: The Den,176,,,action,,,,7,b5b966ee1f91
Blood Omen 2,3,Chapter 2: The Den,177,Faustus,Faustus,speech,dialogue,model,0.0040,7,ffb30db9e539
Blood Omen 2,3,Chapter 2: The Den,178,,,action,,,,10,dbe9b2fea6e9
Blood Omen 2,4,Chapter 3: The Lower City,179,,,action,,,,12,4b992bc433e6
Blood Omen 2,4,Chapter 3: The Lower City,180,Umah,Umah,speech,dialogue,model,0.0540,22,d1397542a3b9
Blood Omen 2,4,Chapter 3: The Lower City,181,Kain,Kain,speech,dialogue,none,,14,4d38fd268cab
Blood Omen 2,4,Chapter 3: The Lower City,182,Umah,Umah,speech,dialogue,model,0.0748,31,2665f0f6e352
Blood Omen 2,4,Chapter 3: The Lower City,183,,,action,,,,10,633c389d7312
Blood Omen 2,4,Chapter 3: The Lower City,184,Kain,Kain,speech,dialogue,none,,13,5b76184b7487
Blood Omen 2,4,Chapter 3: The Lower City,185,Umah,Umah,speech,dialogue,model,0.1846,48,60e1cb7d6486
Blood Omen 2,4,Chapter 3: The Lower City,186,,,action,,,,8,bccf733be916
Blood Omen 2,4,Chapter 3: The Lower City,187,Kain,Kain,speech,dialogue,none,,9,b25d224f40d1
Blood Omen 2,4,Chapter 3: The Lower City,188,Umah,Umah,speech,dialogue,model,0.0192,16,346d5f74e1f0
Blood Omen 2,4,Chapter 3: The Lower City,189,Kain,Kain,speech,dialogue,none,,8,641fd88ebd8e
Blood Omen 2,4,Chapter 3: The Lower City,190,Umah,Umah,speech,dialogue,model,0.0262,17,c5ac7f2fb2f4
Blood Omen 2,4,Chapter 3: The Lower City,191,Kain,Kain,speech,dialogue,none,,5,1bf508979c5c
Blood Omen 2,4,Chapter 3: The Lower City,192,Umah,Umah,speech,dialogue,model,0.0273,17,11a299a3b461
Blood Omen 2,4,Chapter 3: The Lower City,193,,,action,,,,5,49ebd229f0dc
Blood Omen 2,4,Chapter 3: The Lower City,194,Kain,Kain,speech,narration,explicit_paren,,23,fdd93a1fc9d3
Blood Omen 2,4,Chapter 3: The Lower City,195,Umah,Umah,speech,dialogue,model,0.0478,20,fe5a2b34c58a
Blood Omen 2,4,Chapter 3: The Lower City,196,,,action,,,,12,62e192a56ecf
Blood Omen 2,4,Chapter 3: The Lower City,197,Peasant,Peasant,speech,dialogue,constraint,,10,8a8c664db798
Blood Omen 2,4,Chapter 3: The Lower City,198,Kain,Kain,speech,dialogue,none,,5,2c184e712b58
Blood Omen 2,4,Chapter 3: The Lower City,199,Peasant,Peasant,speech,dialogue,model,0.0046,8,0f76da1b4953
Blood Omen 2,4,Chapter 3: The Lower City,200,Kain,Kain,speech,dialogue,none,,5,438485e65dfe
Blood Omen 2,4,Chapter 3: The Lower City,201,Peasant,Peasant,speech,dialogue,model,0.2190,7,b0586186cd47
Blood Omen 2,4,Chapter 3: The Lower City,202,Kain,Kain,speech,dialogue,none,,5,966d76b77373
Blood Omen 2,4,Chapter 3: The Lower City,203,,,action,,,,10,b23b898c146d
Blood Omen 2,4,Chapter 3: The Lower City,204,Tapster,Tapster,speech,dialogue,model,0.0014,5,a4b533271bf8
Blood Omen 2,4,Chapter 3: The Lower City,205,Kain,Kain,speech,dialogue,none,,13,434277585b98
Blood Omen 2,4,Chapter 3: The Lower City,206,Tapster,Tapster,speech,dialogue,model,0.2655,7,04fb285afdf7
Blood Omen 2,4,Chapter 3: The Lower City,207,Kain,Kain,speech,dialogue,none,,5,1590ad556124
Blood Omen 2,4,Chapter 3: The Lower City,208,Tapster,Tapster,speech,dialogue,model,0.2453,47,44b382bbf3b2
Blood Omen 2,4,Chapter 3: The Lower City,209,Kain,Kain,speech,dialogue,none,,5,3a8e4932e82f
Blood Omen 2,4,Chapter 3: The Lower City,210,Tapster,Tapster,speech,dialogue,model,0.0550,22,7201abe28b2d
Blood Omen 2,4,Chapter 3: The Lower City,211,,,action,,,,12,c129751ac7a7
Blood Omen 2,4,Chapter 3: The Lower City,212,Duncan,Duncan,speech,dialogue,model,0.0056,6,d80330901071
Blood Omen 2,4,Chapter 3: The Lower City,213,Kain,Kain,speech,dialogue,none,,9,88e027d43051
Blood Omen 2,4,Chapter 3: The Lower City,214,,,action,,,,14,67ed1d97349d
Blood Omen 2,4,Chapter 3: The Lower City,215,Kain,Kain,speech,dialogue,none,,4,82203c9247af
Blood Omen 2,4,Chapter 3: The Lower City,216,Messenger,Messenger,speech,dialogue,model,0.0014,5,a286d62d4f92
Blood Omen 2,4,Chapter 3: The Lower City,217,Kain,Kain,speech,dialogue,none,,11,0e6ad3328b2a
Blood Omen 2,4,Chapter 3: The Lower City,218,Messenger,Messenger,speech,dialogue,model,0.0050,8,58a2ea3702ba
Blood Omen 2,4,Chapter 3: The Lower City,219,Kain,Kain,speech,dialogue,none,,4,e94a32023631
Blood Omen 2,4,Chapter 3: The Lower City,220,Messenger,Messenger,speech,dialogue,model,0.0037,7,ef52398915f3
Blood Omen 2,4,Chapter 3: The Lower City,221,Kain,Kain,speech,dialogue,none,,1,1919e7be217e
Blood Omen 2,4,Chapter 3: The Lower City,222,Messenger,Messenger,speech,dialogue,constraint,,83,77e641a58a47
Blood Omen 2,4,Chapter 3: The Lower City,223,Kain,Kain,speech,dialogue,none,,2,90030502117b
Blood Omen 2,4,Chapter 3: The Lower City,224,,,action,,,,8,04202c2469e1
Blood Omen 2,4,Chapter 3: The Lower City,225,Gateman,Gateman,speech,dialogue,model,0.0043,1,5931eee4e48b
Blood Omen 2,4,Chapter 3: The Lower City,226,Kain,Kain,speech,dialogue,none,,2,280575c42ad2
Blood Omen 2,4,Chapter 3: The Lower City,227,Gateman,Gateman,speech,dialogue,model,0.0386,2,7218e2f3105a
Blood Omen 2,4,Chapter 3: The Lower City,228,,,action,,,,12,b8bbb09a7b98
Blood Omen 2,4,Chapter 3: The Lower City,229,Glyph Guard,Glyph Guard,speech,dialogue,constraint,,11,006e74bc4768
Blood Omen 2,4,Chapter 3: The Lower City,230,,,action,,,,13,55becd51ad16
Blood Omen 2,4,Chapter 3: The Lower City,231,Sebastian,Sebastian,speech,dialogue,model,0.2855,10,9a89c6b4f732
Blood Omen 2,4,Chapter 3: The Lower City,232,Kain,Kain,speech,dialogue,none,,8,c4087cf5657c
Blood Omen 2,4,Chapter 3: The Lower City,233,Sebastian,Sebastian,speech,dialogue,constraint,,15,3ef25edc18b8
Blood Omen 2,4,Chapter 3: The Lower City,234,Kain,Kain,speech,dialogue,none,,6,4fb5a5d4a0a8
Blood Omen 2,4,Chapter 3: The Lower City,235,Sebastian,Sebastian,speech,dialogue,model,0.0317,17,83ac8dac603f
Blood Omen 2,4,Chapter 3: The Lower City,236,Kain,Kain,speech,dialogue,none,,1,73a827f8eb9f
Blood Omen 2,4,Chapter 3: The Lower City,237,,,action,,,,10,c3dc4b32293a
Blood Omen 2,4,Chapter 3: The Lower City,238,Sebastian,Sebastian,speech,dialogue,model,0.0161,13,904b4eaebf48
Blood Omen 2,4,Chapter 3: The Lower City,239,Kain,Kain,speech,dialogue,none,,13,107c915728a5
Blood Omen 2,4,Chapter 3: The Lower City,240,Sebastian,Sebastian,speech,dialogue,model,0.0135,11,7429e8997335
Blood Omen 2,4,Chapter 3: The Lower City,241,Kain,Kain,speech,dialogue,none,,5,66bc6ab84918
Blood Omen 2,4,Chapter 3: The Lower City,242,Sebastian,Sebastian,speech,dialogue,model,0.0868,32,78c178876c2b
Blood Omen 2,4,Chapter 3: The Lower City,243,,,action,,,,11,e3134802a574
Blood Omen 2,4,Chapter 3: The Lower City,244,Kain,Kain,speech,narration,explicit_paren,,26,03c7c369d0ae
Blood Omen 2,4,Chapter 3: The Lower City,245,Kain,Kain,speech,dialogue,explicit_paren,,16,a3adbb464fa1
Blood Omen 2,4,Chapter 3: The Lower City,246,Vorador,Vorador,speech,dialogue,model,0.0391,20,ce64e556c3fd
Blood Omen 2,4,Chapter 3: The Lower City,247,,,action,,,,12,b26289c15e66
Blood Omen 2,4,Chapter 3: The Lower City,248,Kain,Kain,speech,dialogue,none,,17,13444e6dc69f
Blood Omen 2,4,Chapter 3: The Lower City,249,Vorador,Vorador,speech,dialogue,constraint,0.7697,26,355b0f6964bc
Blood Omen 2,4,Chapter 3: The Lower City,250,Kain,Kain,speech,dialogue,none,,31,2731054305ff
Blood Omen 2,4,Chapter 3: The Lower City,251,Vorador,Vorador,speech,dialogue,model,0.0962,4,5a66fe704bfd
Blood Omen 2,4,Chapter 3: The Lower City,252,Kain,Kain,speech,dialogue,none,,10,d0281eda8ff9
Blood Omen 2,4,Chapter 3: The Lower City,253,Vorador,Vorador,speech,dialogue,model,0.1994,51,9be1b348c31b
Blood Omen 2,4,Chapter 3: The Lower City,254,,,action,,,,6,d52b8c80f07f
Blood Omen 2,4,Chapter 3: The Lower City,255,Vampire,Vampire,speech,dialogue,model,0.0086,1,4983ec1e4a72
Blood Omen 2,4,Chapter 3: The Lower City,256,Vorador,Vorador,speech,dialogue,model,0.0219,3,89511a76c8cb
Blood Omen 2,4,Chapter 3: The Lower City,257,Vampire,Vampire,speech,dialogue,model,0.2909,11,ff298f2c373b
Blood Omen 2,4,Chapter 3: The Lower City,258,Vorador,Vorador,speech,dialogue,model,0.0142,2,d3b0b27c2c84
Blood Omen 2,4,Chapter 3: The Lower City,259,Vampire,Vampire,speech,dialogue,model,0.1329,27,694a8ef44965
Blood Omen 2,4,Chapter 3: The Lower City,260,Vorador,Vorador,speech,dialogue,model,0.1021,3,d8dd615d6f0b
Blood Omen 2,4,Chapter 3: The Lower City,261,Vampire,Vampire,speech,dialogue,constraint,0.9315,45,f14f481463de
Blood Omen 2,4,Chapter 3: The Lower City,262,Vorador,Vorador,speech,dialogue,model,0.0086,1,1d59aef12a4c
Blood Omen 2,4,Chapter 3: The Lower City,263,Vampire,Vampire,speech,dialogue,constraint,0.6527,15,dc8a3a9ba5f2
Blood Omen 2,4,Chapter 3: The Lower City,264,,,action,,,,6,7bfbc6a431ce
Blood Omen 2,4,Chapter 3: The Lower City,265,Kain,Kain,speech,dialogue,none,,4,14c28cd913dd
Blood Omen 2,4,Chapter 3: The Lower City,266,Vorador,Vorador,speech,dialogue,model,0.2716,7,2c88c5f375e3
Blood Omen 2,4,Chapter 3: The Lower City,267,Kain,Kain,speech,dialogue,none,,10,0178ccddaa23
Blood Omen 2,4,Chapter 3: The Lower City,268,Vorador,Vorador,speech,dialogue,model,0.1426,39,8e213e9baea5
Blood Omen 2,4,Chapter 3: The Lower City,269,Kain,Kain,speech,dialogue,none,,5,42132194ea58
Blood Omen 2,4,Chapter 3: The Lower City,270,Vorador,Vorador,speech,dialogue,model,0.2081,50,b73eb43a4557
Blood Omen 2,4,Chapter 3: The Lower City,271,Kain,Kain,speech,dialogue,none,,9,b533182eef90
Blood Omen 2,4,Chapter 3: The Lower City,272,Vorador,Vorador,speech,dialogue,model,0.0707,27,002c90a2950e
Blood Omen 2,5,Chapter 4: The Upper City,273,,,action,,,,14,bc5cb51892b3
Blood Omen 2,5,Chapter 4: The Upper City,274,Marcus,Marcus,speech,dialogue,model,0.1479,5,d176ed608ff7
Blood Omen 2,5,Chapter 4: The Upper City,275,Kain,Kain,speech,dialogue,none,,4,c4119e51dffc
Blood Omen 2,5,Chapter 4: The Upper City,276,Marcus,Marcus,speech,dialogue,constraint,,10,79cf5bce0fa3
Blood Omen 2,5,Chapter 4: The Upper City,277,Kain,Kain,speech,dialogue,none,,15,e03c08055075
Blood Omen 2,5,Chapter 4: The Upper City,278,Marcus,Marcus,speech,dialogue,model,0.0042,5,54bcad62db5d
Blood Omen 2,5,Chapter 4: The Upper City,279,Kain,Kain,speech,dialogue,none,,5,da95529de595
Blood Omen 2,5,Chapter 4: The Upper City,280,Marcus,Marcus,speech,dialogue,model,0.1138,30,0294c9560623
Blood Omen 2,5,Chapter 4: The Upper City,281,Kain,Kain,speech,dialogue,none,,4,f41218c16b05
Blood Omen 2,5,Chapter 4: The Upper City,282,Marcus,Marcus,speech,dialogue,model,0.0889,23,931954bd6ec9
Blood Omen 2,5,Chapter 4: The Upper City,283,,,action,,,,6,dbd8d82e0e9b
Blood Omen 2,5,Chapter 4: The Upper City,284,Marcus,Marcus,speech,dialogue,constraint,0.8039,22,f2f6d6a80fbc
Blood Omen 2,5,Chapter 4: The Upper City,285,Kain,Kain,speech,dialogue,none,,29,737a55112b4e
Blood Omen 2,5,Chapter 4: The Upper City,286,Marcus,Marcus,speech,dialogue,model,0.3247,67,2240cbf3a68b
Blood Omen 2,5,Chapter 4: The Upper City,287,,,action,,,,12,37b392edcdf7
Blood Omen 2,5,Chapter 4: The Upper City,288,Marcus,Marcus,speech,dialogue,model,0.0101,2,d650ad06aeee
Blood Omen 2,5,Chapter 4: The Upper City,289,Kain,Kain,speech,dialogue,none,,29,a775c44797be
Blood Omen 2,5,Chapter 4: The Upper City,290,Marcus,Marcus,speech,dialogue,model,0.0737,28,b30b7ad98572
Blood Omen 2,5,Chapter 4: The Upper City,291,Kain,Kain,speech,dialogue,none,,3,174be00b85b0
Blood Omen 2,5,Chapter 4: The Upper City,292,Marcus,Marcus,speech,dialogue,model,0.0485,24,86d2c64e29a0
Blood Omen 2,5,Chapter 4: The Upper City,293,Kain,Kain,speech,dialogue,none,,6,7db859f3effb
Blood Omen 2,5,Chapter 4: The Upper City,294,,,action,,,,14,0aba84d3c7f5
Blood Omen 2,5,Chapter 4: The Upper City,295,Marcus,Marcus,speech,dialogue,model,0.0177,14,074c82510025
Blood Omen 2,5,Chapter 4: The Upper City,296,Sarafan Guard,Sarafan Guard,speech,dialogue,constraint,,12,014cdbcd550d
Blood Omen 2,5,Chapter 4: The Upper City,297,Marcus,Marcus,speech,dialogue,model,0.0163,14,3932871bfeb4
Blood Omen 2,5,Chapter 4: The Upper City,298,Sarafan Guard,Sarafan Guard,speech,dialogue,constraint,,11,b0982d04c5df
Blood Omen 2,5,Chapter 4: The Upper City,299,Marcus,Marcus,speech,dialogue,model,0.0041,7,e82f883e78cc
Blood Omen 2,5,Chapter 4: The Upper City,300,Sarafan Guard,Sarafan Guard,speech,dialogue,model,0.0517,4,340806c8fb97
Blood Omen 2,5,Chapter 4: The Upper City,301,,,action,,,,12,7b189a0e8cfe
Blood Omen 2,5,Chapter 4: The Upper City,302,,,action,,,,12,f9aa0926da8e
Blood Omen 2,5,Chapter 4: The Upper City,303,,,action,,,,12,f12a12a4498b
Blood Omen 2,5,Chapter 4: The Upper City,304,Vorador,Vorador,speech,dialogue,model,0.0512,24,6e4747b485cd
Blood Omen 2,5,Chapter 4: The Upper City,305,,,action,,,,11,63bbed4dbb64
Blood Omen 2,5,Chapter 4: The Upper City,306,,,action,,,,11,24166a164c3a
Blood Omen 2,5,Chapter 4: The Upper City,307,,,action,,,,13,ac48a7f5be76
Blood Omen 2,5,Chapter 4: The Upper City,308,Sarafan Guard,Sarafan Guard,speech,dialogue,constraint,,12,014cdbcd550d
Blood Omen 2,5,Chapter 4: The Upper City,309,Marcus,Marcus,speech,dialogue,model,0.0041,7,e82f883e78cc
Blood Omen 2,5,Chapter 4: The Upper City,310,,,action,,,,13,cf2c19e0e6e3
Blood Omen 2,5,Chapter 4: The Upper City,311,Kain,Kain,speech,dialogue,none,,9,9d27829e2fe4
Blood Omen 2,5,Chapter 4: The Upper City,312,Butler,Butler,speech,dialogue,model,0.0909,29,652ca9d0c1e5
Blood Omen 2,5,Chapter 4: The Upper City,313,Kain,Kain,speech,dialogue,none,,3,febc8dd933ba
Blood Omen 2,5,Chapter 4: The Upper City,314,Butler,Butler,speech,dialogue,model,0.0706,29,998e9f125d7f
Blood Omen 2,5,Chapter 4: The Upper City,315,Kain,Kain,speech,dialogue,none,,10,249094bf632a
Blood Omen 2,5,Chapter 4: The Upper City,316,Butler,Butler,speech,dialogue,model,0.1369,7,436fcb9d11b7
Blood Omen 2,5,Chapter 4: The Upper City,317,Kain,Kain,speech,dialogue,none,,35,47261717fb7b
Blood Omen 2,5,Chapter 4: The Upper City,318,Butler,Butler,speech,dialogue,constraint,,11,856493e560db
Blood Omen 2,5,Chapter 4: The Upper City,319,Kain,Kain,speech,dialogue,none,,11,cac8bf820b7a
Blood Omen 2,5,Chapter 4: The Upper City,320,Butler,Butler,speech,dialogue,model,0.0232,16,0cb28f2690ba
Blood Omen 2,5,Chapter 4: The Upper City,321,Kain,Kain,speech,dialogue,none,,8,79b3cecd46db
Blood Omen 2,5,Chapter 4: The Upper City,322,Butler,Butler,speech,dialogue,model,0.0442,22,5a73c5d1a27e
Blood Omen 2,5,Chapter 4: The Upper City,323,Kain,Kain,speech,dialogue,none,,5,557f09104e30
Blood Omen 2,5,Chapter 4: The Upper City,324,,,action,,,,12,f8e030e092bc
Blood Omen 2,5,Chapter 4: The Upper City,325,Kain,Kain,speech,dialogue,none,,12,689cd459fa9e
Blood Omen 2,5,Chapter 4: The Upper City,326,,,action,,,,1,9d7f23e03f40
Blood Omen 2,5,Chapter 4: The Upper City,327,Kain,Kain,speech,dialogue,none,,22,fb44b034bcb2
Blood Omen 2,5,Chapter 4: The Upper City,328,,,action,,,,1,200be7bf688c
Blood Omen 2,5,Chapter 4: The Upper City,329,Kain,Kain,speech,dialogue,none,,4,c9e8698dc9ad
Blood Omen 2,5,Chapter 4: The Upper City,330,,,action,,,,6,64462551edce
Blood Omen 2,5,Chapter 4: The Upper City,331,Marcus,Marcus,speech,dialogue,model,0.1715,6,efe205c45071
Blood Omen 2,5,Chapter 4: The Upper City,332,Kain,Kain,speech,dialogue,none,,1,cad969b834c2
Blood Omen 2,5,Chapter 4: The Upper City,333,Marcus,Marcus,speech,dialogue,model,0.0091,11,d594f6d890f4
Blood Omen 2,5,Chapter 4: The Upper City,334,Kain,Kain,speech,dialogue,none,,8,f177a915a13e
Blood Omen 2,5,Chapter 4: The Upper City,335,Marcus,Marcus,speech,dialogue,model,0.0195,15,a10826c60353
Blood Omen 2,5,Chapter 4: The Upper City,336,Kain,Kain,speech,dialogue,none,,31,cfc3151fb160
Blood Omen 2,5,Chapter 4: The Upper City,337,,,action,,,,3,b17ddeaf62fc
Blood Omen 2,5,Chapter 4: The Upper City,338,Kain,Kain,speech,dialogue,none,,23,5aa86ebd8c67
Blood Omen 2,5,Chapter 4: The Upper City,339,,,action,,,,13,6b6aa6205c7e
Blood Omen 2,5,Chapter 4: The Upper City,340,Kain,Kain,speech,dialogue,none,,5,c670ec9e1e73
Blood Omen 2,5,Chapter 4: The Upper City,341,Bishop,Bishop,speech,dialogue,model,0.0243,17,15119580aee2
Blood Omen 2,5,Chapter 4: The Upper City,342,Kain,Kain,speech,dialogue,none,,28,7d30766ca116
