block_id,game,speaker_canon,register,register_source,p_narration,n_words,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
Blood Omen 2|532,Blood Omen 2,Kain,dialogue,none,NA,15,1,0,2,2,0,0,0,0
Blood Omen 2|548,Blood Omen 2,Kain,dialogue,none,NA,13,0,1,0,1,0,0,0,0
Blood Omen 2|551,Blood Omen 2,Kain,narration,explicit_paren,NA,34,0,0,1,1,0,0,0,1
Blood Omen 2|554,Blood Omen 2,Kain,dialogue,none,NA,19,0,1,0,1,1,0,1,1
Blood Omen 2|556,Blood Omen 2,Kain,dialogue,none,NA,19,0,2,0,1,0,1,0,1
Blood Omen 2|558,Blood Omen 2,Kain,dialogue,none,NA,14,0,0,0,0,0,0,0,0
Blood Omen 2|560,Blood Omen 2,Kain,dialogue,none,NA,3,0,0,1,0,0,0,0,1
Blood Omen 2|562,Blood Omen 2,Kain,dialogue,none,NA,12,0,0,0,0,0,1,0,0
Blood Omen 2|564,Blood Omen 2,Kain,dialogue,none,NA,24,1,0,0,1,0,1,0,0
Blood Omen 2|567,Blood Omen 2,Kain,dialogue,none,NA,7,0,0,0,0,0,0,0,0
Blood Omen 2|569,Blood Omen 2,Kain,dialogue,none,NA,13,0,1,0,0,1,0,1,1
Blood Omen 2|590,Blood Omen 2,Kain,dialogue,none,NA,4,1,0,1,1,0,1,0,0
Blood Omen 2|592,Blood Omen 2,Kain,dialogue,none,NA,26,1,1,1,1,0,1,0,0
Blood Omen 2|594,Blood Omen 2,Kain,dialogue,none,NA,17,0,0,0,0,0,0,0,1
Blood Omen 2|596,Blood Omen 2,Kain,dialogue,none,NA,15,0,1,0,0,1,0,0,1
Blood Omen 2|598,Blood Omen 2,Kain,dialogue,none,NA,14,0,0,1,1,0,0,0,0
Blood Omen 2|600,Blood Omen 2,Kain,dialogue,none,NA,11,0,1,0,0,0,0,0,0
Blood Omen 2|602,Blood Omen 2,Kain,dialogue,none,NA,30,0,1,1,0,0,0,0,1
Blood Omen 2|604,Blood Omen 2,Kain,dialogue,none,NA,6,0,0,1,1,0,0,0,0
Blood Omen 2|606,Blood Omen 2,Kain,dialogue,none,NA,35,2,1,1,1,1,2,0,1
Blood Omen 2|612,Blood Omen 2,Kain,dialogue,none,NA,4,1,0,1,1,0,1,1,0
Blood Omen 2|614,Blood Omen 2,Kain,dialogue,none,NA,9,1,0,2,0,0,2,0,0
Blood Omen 2|616,Blood Omen 2,Kain,dialogue,explicit_paren,NA,4,0,0,0,0,0,0,0,0
Blood Omen 2|617,Blood Omen 2,Kain,narration,explicit_paren,NA,25,2,1,0,2,1,1,1,0
Blood Omen 2|618,Blood Omen 2,Kain,dialogue,explicit_paren,NA,14,1,1,2,1,1,1,1,2
Blood Omen 2|620,Blood Omen 2,Kain,dialogue,none,NA,16,1,0,1,1,0,0,0,0
Blood Omen 2|622,Blood Omen 2,Kain,dialogue,none,NA,3,0,0,0,0,0,0,0,0
Blood Omen 2|624,Blood Omen 2,Kain,dialogue,none,NA,34,1,4,1,1,3,1,1,2
Blood Omen 2|627,Blood Omen 2,Kain,dialogue,none,NA,16,0,0,0,0,1,0,0,1
Blood Omen 2|630,Blood Omen 2,Kain,dialogue,none,NA,22,1,2,1,1,1,1,2,0
Blood Omen 2|632,Blood Omen 2,Kain,dialogue,none,NA,9,0,0,1,1,0,0,0,0
Blood Omen 2|634,Blood Omen 2,Kain,dialogue,none,NA,6,0,0,0,0,0,0,0,0
Blood Omen 2|637,Blood Omen 2,Kain,dialogue,none,NA,8,1,0,0,1,0,1,0,0
Blood Omen 2|640,Blood Omen 2,Kain,dialogue,none,NA,3,0,0,1,0,0,0,0,1
Blood Omen 2|642,Blood Omen 2,Kain,dialogue,none,NA,10,0,1,0,0,2,0,0,1
Blood Omen 2|644,Blood Omen 2,Kain,narration,explicit_paren,NA,67,4,1,6,5,1,3,1,1
Blood Omen 2|647,Blood Omen 2,Kain,dialogue,none,NA,3,0,0,0,0,0,0,0,0
Blood Omen 2|649,Blood Omen 2,Kain,narration,explicit_paren,NA,13,1,0,1,1,0,0,0,0
Blood Omen 2|650,Blood Omen 2,Kain,dialogue,explicit_paren,NA,10,0,0,0,0,0,0,0,0
Blood Omen 2|652,Blood Omen 2,Kain,dialogue,none,NA,17,2,0,2,2,0,2,0,0
Blood Omen 2|654,Blood Omen 2,Kain,dialogue,none,NA,12,0,1,0,0,0,0,0,1
Blood Omen 2|656,Blood Omen 2,Kain,dialogue,none,NA,8,1,1,0,1,0,1,0,0
Blood Omen 2|659,Blood Omen 2,Kain,dialogue,none,NA,11,0,0,1,1,0,1,0,1
Blood Omen 2|661,Blood Omen 2,Kain,narration,explicit_paren,NA,41,0,0,0,1,0,0,0,0
Blood Omen 2|663,Blood Omen 2,Kain,dialogue,none,NA,5,0,0,0,0,0,0,0,1
Blood Omen 2|665,Blood Omen 2,Kain,dialogue,none,NA,20,0,0,1,1,0,1,0,1
Blood Omen 2|667,Blood Omen 2,Kain,dialogue,none,NA,7,0,0,0,0,0,0,0,0
Blood Omen 2|676,Blood Omen 2,Kain,dialogue,none,NA,15,0,1,0,0,0,0,0,1
Blood Omen 2|678,Blood Omen 2,Kain,dialogue,none,NA,9,0,0,0,0,0,0,0,0
Blood Omen 2|680,Blood Omen 2,Kain,dialogue,none,NA,16,1,1,0,2,0,2,0,0
Blood Omen 2|685,Blood Omen 2,Kain,dialogue,none,NA,15,0,0,0,0,0,0,0,0
Blood Omen 2|689,Blood Omen 2,Kain,dialogue,none,NA,29,0,0,0,0,0,0,0,1
Blood Omen 2|693,Blood Omen 2,Kain,dialogue,none,NA,22,0,0,0,1,0,0,0,3
Blood Omen 2|698,Blood Omen 2,Kain,narration,explicit_paren,NA,22,0,0,0,0,1,0,0,1
Blood Omen 2|701,Blood Omen 2,Kain,dialogue,none,NA,5,0,0,0,0,0,0,0,0
Blood Omen 2|703,Blood Omen 2,Kain,dialogue,none,NA,12,1,0,0,1,0,1,0,0
Blood Omen 2|705,Blood Omen 2,Kain,dialogue,none,NA,3,0,0,0,0,0,0,0,0
Blood Omen 2|707,Blood Omen 2,Kain,dialogue,none,NA,6,0,0,0,0,0,0,0,0
Blood Omen 2|709,Blood Omen 2,Kain,dialogue,none,NA,8,0,0,0,0,0,0,0,0
Blood Omen 2|712,Blood Omen 2,Kain,dialogue,none,NA,9,0,0,0,0,0,0,0,0
Blood Omen 2|715,Blood Omen 2,Kain,dialogue,none,NA,1,0,0,0,0,0,0,0,0
Blood Omen 2|717,Blood Omen 2,Kain,dialogue,none,NA,2,0,1,0,0,0,0,0,1
Blood Omen 2|719,Blood Omen 2,Kain,dialogue,none,NA,21,0,0,0,1,0,0,0,1
Blood Omen 2|721,Blood Omen 2,Kain,dialogue,none,NA,33,4,2,2,1,0,1,2,1
Blood Omen 2|731,Blood Omen 2,Kain,dialogue,none,NA,2,0,1,0,0,1,0,0,1
Blood Omen 2|735,Blood Omen 2,Kain,dialogue,none,NA,2,1,0,0,1,0,0,0,0
Blood Omen 2|738,Blood Omen 2,Kain,dialogue,none,NA,4,0,0,0,0,0,0,0,0
Blood Omen 2|740,Blood Omen 2,Kain,dialogue,none,NA,14,0,1,1,0,0,0,0,1
Blood Omen 2|743,Blood Omen 2,Kain,dialogue,none,NA,2,0,0,0,0,0,0,0,0
Blood Omen 2|746,Blood Omen 2,Kain,dialogue,none,NA,5,0,0,0,0,0,0,0,0
Blood Omen 2|748,Blood Omen 2,Kain,dialogue,none,NA,3,0,0,0,0,0,0,0,0
Blood Omen 2|751,Blood Omen 2,Kain,dialogue,none,NA,11,0,1,0,0,1,0,0,0
Blood Omen 2|753,Blood Omen 2,Kain,dialogue,none,NA,10,0,0,0,0,0,0,0,0
Blood Omen 2|755,Blood Omen 2,Kain,dialogue,none,NA,7,0,0,0,1,0,1,0,1
Blood Omen 2|758,Blood Omen 2,Kain,dialogue,none,NA,12,0,0,0,0,0,0,0,0
Blood Omen 2|760,Blood Omen 2,Kain,dialogue,none,NA,6,0,0,0,0,0,0,0,0
Blood Omen 2|765,Blood Omen 2,Kain,dialogue,none,NA,6,0,0,0,0,0,0,0,0
Blood Omen 2|767,Blood Omen 2,Kain,dialogue,none,NA,22,1,0,1,1,0,1,0,0
Blood Omen 2|769,Blood Omen 2,Kain,dialogue,none,NA,21,1,1,0,1,1,1,1,1
Blood Omen 2|787,Blood Omen 2,Kain,dialogue,none,NA,9,0,0,0,0,0,0,0,0
Blood Omen 2|789,Blood Omen 2,Kain,dialogue,none,NA,15,0,0,0,1,0,0,0,0
Blood Omen 2|794,Blood Omen 2,Kain,dialogue,none,NA,9,0,0,0,0,0,0,0,0
Blood Omen 2|798,Blood Omen 2,Kain,dialogue,none,NA,4,0,0,0,0,0,0,0,0
Blood Omen 2|802,Blood Omen 2,Kain,dialogue,none,NA,10,0,1,0,0,1,0,0,1
Blood Omen 2|806,Blood Omen 2,Kain,dialogue,explicit_paren,NA,17,0,0,0,0,0,0,0,1
Blood Omen 2|807,Blood Omen 2,Kain,narration,explicit_paren,NA,20,0,1,0,0,0,0,1,0
Blood Omen 2|810,Blood Omen 2,Kain,dialogue,none,NA,13,1,1,1,1,0,0,0,0
Blood Omen 2|812,Blood Omen 2,Kain,dialogue,none,NA,1,0,0,0,0,1,0,0,1
Blood Omen 2|814,Blood Omen 2,Kain,dialogue,none,NA,3,0,0,0,0,0,0,0,0
Blood Omen 2|819,Blood Omen 2,Kain,dialogue,none,NA,6,0,0,0,0,0,0,0,0
Blood Omen 2|821,Blood Omen 2,Kain,dialogue,none,NA,14,1,1,0,0,0,0,0,0
Blood Omen 2|823,Blood Omen 2,Kain,dialogue,none,NA,14,0,1,0,0,1,0,1,1
Blood Omen 2|825,Blood Omen 2,Kain,dialogue,none,NA,17,1,0,1,1,0,0,0,0
Blood Omen 2|827,Blood Omen 2,Kain,dialogue,none,NA,22,0,2,0,0,0,0,0,2
Blood Omen 2|829,Blood Omen 2,Kain,dialogue,none,NA,19,1,0,0,2,1,1,0,1
Blood Omen 2|831,Blood Omen 2,Kain,dialogue,none,NA,16,0,3,1,0,1,0,1,2
Blood Omen 2|836,Blood Omen 2,Kain,dialogue,none,NA,9,0,0,0,0,0,0,0,0
Blood Omen 2|838,Blood Omen 2,Kain,narration,explicit_paren,NA,40,0,0,2,2,0,0,0,3
Blood Omen 2|840,Blood Omen 2,Kain,dialogue,none,NA,8,1,0,1,1,0,1,0,0
Blood Omen 2|843,Blood Omen 2,Kain,dialogue,none,NA,41,2,0,0,3,1,3,0,2
Blood Omen 2|845,Blood Omen 2,Kain,dialogue,none,NA,16,2,2,1,2,0,2,1,0
Blood Omen 2|847,Blood Omen 2,Kain,dialogue,none,NA,11,2,1,0,1,0,1,0,1
Blood Omen 2|849,Blood Omen 2,Kain,dialogue,none,NA,30,2,0,2,2,0,2,0,0
Blood Omen 2|851,Blood Omen 2,Kain,dialogue,none,NA,2,1,0,1,0,0,1,0,0
Blood Omen 2|855,Blood Omen 2,Kain,dialogue,none,NA,8,0,0,0,0,0,0,0,0
Blood Omen 2|879,Blood Omen 2,Kain,dialogue,none,NA,14,1,0,1,0,1,1,0,1
Blood Omen 2|881,Blood Omen 2,Kain,dialogue,none,NA,9,0,1,1,0,0,0,0,0
Blood Omen 2|883,Blood Omen 2,Kain,narration,explicit_paren,NA,19,1,0,0,0,0,0,0,0
Blood Omen 2|885,Blood Omen 2,Kain,narration,explicit_paren,NA,87,2,0,1,3,1,1,0,1
Defiance|1,Defiance,Kain,narration,model,0.8527,31,2,1,0,3,0,1,0,1
Defiance|2,Defiance,Kain,narration,model,0.7911,23,1,1,1,2,1,2,0,3
Defiance|3,Defiance,Kain,dialogue,model,0.1479,4,0,0,0,0,0,1,0,0
Defiance|4,Defiance,Kain,narration,model,0.7461,21,0,1,0,1,0,0,0,0
Defiance|9,Defiance,Kain,narration,model,0.7841,22,0,1,0,0,0,0,0,0
Defiance|11,Defiance,Kain,dialogue,model,0.0071,8,0,0,0,0,0,0,0,0
Defiance|13,Defiance,Kain,dialogue,model,0.0046,8,0,0,0,1,0,0,0,0
Defiance|15,Defiance,Kain,dialogue,manual,NA,2,0,0,0,0,0,0,0,0
Defiance|20,Defiance,Kain,narration,manual,NA,10,0,0,0,0,0,0,0,0
Defiance|23,Defiance,Raziel,dialogue,model,0.0062,7,1,1,1,1,0,1,0,0
Defiance|25,Defiance,Raziel,dialogue,model,0.1906,50,1,0,2,1,0,1,0,0
Defiance|27,Defiance,Raziel,dialogue,model,0.0198,2,0,0,0,0,0,0,0,0
Defiance|30,Defiance,Raziel,dialogue,model,0.0862,4,0,1,0,0,0,0,0,0
Defiance|34,Defiance,Kain,dialogue,model,0.0173,15,0,0,0,0,0,0,0,1
Defiance|36,Defiance,Kain,dialogue,model,0.1889,7,1,1,1,1,0,1,1,0
Defiance|38,Defiance,Kain,dialogue,model,0.0029,6,0,1,0,0,0,0,0,1
Defiance|40,Defiance,Kain,dialogue,model,0.0616,25,0,0,0,0,0,0,0,0
Defiance|42,Defiance,Kain,dialogue,model,0.0214,14,0,0,0,0,0,0,0,0
Defiance|44,Defiance,Kain,dialogue,model,0.0098,11,0,1,0,0,0,0,0,1
Defiance|46,Defiance,Kain,dialogue,model,0.0016,4,0,0,0,0,0,0,0,0
Defiance|48,Defiance,Raziel,narration,model,0.941,45,2,1,1,3,2,1,0,1
Defiance|49,Defiance,Raziel,narration,model,0.9559,45,0,1,0,0,2,0,1,2
Defiance|50,Defiance,Raziel,narration,model,0.9264,40,1,0,1,1,0,0,0,2
Defiance|51,Defiance,Raziel,narration,model,0.9621,55,8,0,4,8,0,6,0,1
Defiance|52,Defiance,Raziel,narration,model,0.9806,75,3,4,1,3,0,1,1,1
Defiance|53,Defiance,Raziel,narration,model,0.9835,76,3,2,2,3,1,3,2,0
Defiance|54,Defiance,Raziel,narration,model,0.9712,63,2,1,3,6,0,6,1,1
Defiance|56,Defiance,Raziel,dialogue,model,0.0123,12,0,0,0,0,0,0,0,0
Defiance|58,Defiance,Raziel,dialogue,model,0.0092,12,0,2,0,0,0,0,0,1
Defiance|60,Defiance,Raziel,dialogue,model,0.0037,9,0,0,0,0,1,0,0,1
Defiance|62,Defiance,Raziel,dialogue,model,0.012,11,1,0,1,0,0,1,0,0
Defiance|64,Defiance,Raziel,dialogue,model,0.0047,6,0,0,0,0,0,0,0,0
Defiance|66,Defiance,Raziel,dialogue,model,0.0257,16,1,1,1,1,0,1,1,0
Defiance|68,Defiance,Raziel,dialogue,model,0.0473,23,1,1,0,2,1,1,1,1
Defiance|70,Defiance,Raziel,dialogue,model,0.0192,15,0,1,1,0,1,2,1,1
Defiance|72,Defiance,Raziel,dialogue,model,0.1267,5,1,1,1,1,0,0,0,0
Defiance|74,Defiance,Raziel,dialogue,model,0.0725,5,0,0,0,0,0,0,0,0
Defiance|76,Defiance,Raziel,narration,model,0.9434,38,3,2,1,1,1,1,1,1
Defiance|77,Defiance,Kain,narration,model,0.9772,68,3,4,2,4,2,2,1,3
Defiance|78,Defiance,Raziel,narration,model,0.9916,111,6,5,2,6,2,2,1,3
Defiance|80,Defiance,Raziel,dialogue,model,0.0055,7,1,0,0,1,0,0,0,0
Defiance|82,Defiance,Raziel,dialogue,model,0.0343,20,0,1,0,0,0,0,0,1
Defiance|83,Defiance,Raziel,dialogue,model,0.0095,9,0,0,0,0,0,0,0,0
Defiance|85,Defiance,Raziel,dialogue,model,0.0033,5,0,0,0,0,0,0,0,0
Defiance|87,Defiance,Raziel,dialogue,model,0.0209,15,0,0,0,0,0,0,0,1
Defiance|89,Defiance,Raziel,dialogue,model,0.0324,19,1,0,0,0,0,0,0,0
Defiance|91,Defiance,Raziel,dialogue,model,0.0022,4,0,0,0,1,0,1,0,0
Defiance|93,Defiance,Raziel,narration,model,0.8757,30,1,0,0,1,0,1,0,0
Defiance|95,Defiance,Raziel,dialogue,model,0.0219,3,0,0,0,0,0,0,0,0
Defiance|98,Defiance,Raziel,dialogue,manual,NA,14,0,0,0,1,0,1,0,0
Defiance|100,Defiance,Raziel,dialogue,model,0.0165,11,0,0,0,0,0,0,0,0
Defiance|104,Defiance,Raziel,dialogue,manual,NA,12,1,0,0,1,0,1,0,0
Defiance|106,Defiance,Kain,narration,model,0.9924,114,5,3,3,4,1,4,3,1
Defiance|107,Defiance,Kain,narration,model,0.9714,64,2,1,0,1,1,0,0,1
Defiance|108,Defiance,Kain,narration,model,0.9393,45,1,1,2,2,2,2,1,2
Defiance|110,Defiance,Kain,dialogue,model,0.0219,3,0,0,0,0,0,0,0,0
Defiance|112,Defiance,Kain,dialogue,model,0.0342,3,0,0,0,0,0,0,0,0
Defiance|116,Defiance,Kain,dialogue,model,0.0045,7,0,0,0,0,0,0,0,1
Defiance|118,Defiance,Kain,dialogue,manual,NA,12,0,0,0,0,0,0,0,0
Defiance|120,Defiance,Kain,narration,model,0.7769,21,0,0,0,0,0,0,0,0
Defiance|121,Defiance,Kain,narration,model,0.8748,28,0,2,0,0,0,0,0,3
Defiance|123,Defiance,Kain,dialogue,model,0.0855,5,1,0,1,1,0,0,0,0
Defiance|125,Defiance,Raziel,narration,model,0.99,104,6,5,4,8,2,6,3,3
Defiance|126,Defiance,Raziel,narration,model,0.9905,106,5,3,3,7,2,3,1,3
Defiance|127,Defiance,Raziel,narration,model,0.938,44,1,3,0,2,2,1,1,3
Defiance|133,Defiance,Raziel,narration,model,0.818,24,1,0,2,1,1,1,0,1
Defiance|138,Defiance,Raziel,narration,model,0.8548,22,1,1,0,1,1,0,1,0
Defiance|139,Defiance,Raziel,narration,model,0.6668,14,0,1,1,2,1,1,0,1
Defiance|142,Defiance,Raziel,dialogue,model,0.0686,3,0,0,0,1,0,0,0,0
Defiance|144,Defiance,Raziel,dialogue,model,0.2912,7,0,0,0,1,0,2,0,0
Defiance|146,Defiance,Raziel,dialogue,model,0.3133,8,0,0,0,0,0,0,0,0
Defiance|148,Defiance,Raziel,dialogue,model,0.0168,1,0,0,0,0,0,0,0,0
Defiance|150,Defiance,Raziel,dialogue,model,0.2286,5,0,0,1,0,0,0,0,0
Defiance|152,Defiance,Raziel,dialogue,model,0.0106,11,0,0,1,1,0,1,0,0
Defiance|154,Defiance,Raziel,dialogue,model,0.1837,5,0,1,0,0,0,0,0,0
Defiance|156,Defiance,Raziel,dialogue,model,0.0051,8,1,0,1,1,0,1,0,0
Defiance|158,Defiance,Raziel,dialogue,model,0.0043,1,0,0,0,0,0,0,0,0
Defiance|164,Defiance,Raziel,dialogue,model,0.0168,1,0,0,0,0,0,0,0,0
Defiance|166,Defiance,Raziel,dialogue,model,0.1895,8,0,1,0,0,0,1,0,0
Defiance|169,Defiance,Raziel,dialogue,model,0.0018,5,0,0,0,1,0,0,0,0
Defiance|171,Defiance,Raziel,narration,model,0.6836,19,0,1,1,0,1,0,1,1
Defiance|173,Defiance,Raziel,dialogue,model,0.1715,6,1,1,0,1,0,1,0,0
Defiance|175,Defiance,Raziel,dialogue,model,0.0159,10,1,0,0,1,1,1,0,0
Defiance|177,Defiance,Raziel,dialogue,model,0.012,11,1,0,0,1,0,1,0,0
Defiance|179,Defiance,Raziel,dialogue,model,0.1126,7,0,0,0,0,0,0,0,0
Defiance|182,Defiance,Raziel,dialogue,model,0.1058,6,0,0,0,1,1,0,1,0
Defiance|183,Defiance,Kain,dialogue,model,0.0616,27,1,0,0,1,0,1,0,0
Defiance|184,Defiance,Raziel,dialogue,model,0.015,13,0,0,0,0,0,0,0,0
Defiance|185,Defiance,Kain,dialogue,model,0.0164,15,0,0,0,0,0,0,0,0
Defiance|186,Defiance,Raziel,dialogue,model,0.0705,25,0,1,0,0,0,0,0,0
Defiance|187,Defiance,Kain,narration,model,0.7704,27,0,0,0,0,0,0,0,1
Defiance|188,Defiance,Raziel,dialogue,model,0.0321,20,0,1,0,0,1,0,1,0
Defiance|189,Defiance,Kain,dialogue,model,0.012,11,0,0,0,0,0,0,0,0
Defiance|190,Defiance,Raziel,dialogue,model,0.317,11,0,0,0,0,0,0,0,0
Defiance|191,Defiance,Kain,dialogue,model,0.0197,16,0,0,0,0,0,0,0,1
Defiance|192,Defiance,Raziel,dialogue,model,0.0014,5,0,0,0,0,0,0,0,1
Defiance|193,Defiance,Kain,dialogue,model,0.0071,9,1,1,0,1,0,0,0,0
Defiance|194,Defiance,Raziel,dialogue,model,0.0193,14,0,0,0,1,0,0,0,0
Defiance|195,Defiance,Kain,dialogue,model,0.0525,17,0,0,0,0,0,0,0,0
Defiance|196,Defiance,Raziel,dialogue,model,0.0172,13,0,0,0,0,0,0,0,0
Defiance|197,Defiance,Kain,dialogue,model,0.1334,39,2,2,0,3,0,1,1,0
Defiance|198,Defiance,Raziel,dialogue,model,0.0062,10,0,0,0,0,0,0,0,0
Defiance|199,Defiance,Kain,dialogue,model,0.0417,4,0,0,0,0,0,0,0,0
Defiance|200,Defiance,Raziel,dialogue,model,0.0212,15,0,0,0,0,0,0,0,1
Defiance|201,Defiance,Kain,dialogue,model,0.1524,3,0,0,0,0,0,0,0,0
Defiance|202,Defiance,Raziel,narration,model,0.6837,23,2,3,1,2,0,1,1,0
Defiance|203,Defiance,Kain,dialogue,model,0.0066,9,1,0,1,1,0,0,0,0
Defiance|204,Defiance,Raziel,dialogue,model,0.0207,16,2,0,0,1,0,0,0,0
Defiance|205,Defiance,Raziel,narration,model,0.6646,18,2,0,0,1,1,0,0,1
Defiance|206,Defiance,Kain,dialogue,model,0.0145,9,0,0,0,0,0,0,0,0
Defiance|207,Defiance,Kain,dialogue,model,0.0372,20,1,0,0,2,0,1,1,0
Defiance|208,Defiance,Raziel,dialogue,model,0.0038,8,0,0,0,0,0,0,0,0
Defiance|209,Defiance,Kain,dialogue,model,0.0168,1,0,0,0,0,0,0,0,0
Defiance|210,Defiance,Raziel,dialogue,model,0.0057,5,0,0,0,0,0,0,0,0
Defiance|211,Defiance,Kain,dialogue,model,0.0589,24,0,0,1,1,0,0,0,0
Defiance|212,Defiance,Raziel,dialogue,model,0.0238,16,0,1,0,0,0,0,0,0
Defiance|213,Defiance,Kain,dialogue,model,0.0634,28,0,0,1,1,0,0,0,0
Defiance|214,Defiance,Raziel,dialogue,model,0.0701,27,0,1,0,0,0,0,0,1
Defiance|215,Defiance,Raziel,dialogue,model,0.055,21,0,0,1,1,0,0,0,0
Defiance|216,Defiance,Raziel,dialogue,model,3e-4,1,0,0,0,0,0,0,0,0
Defiance|217,Defiance,Kain,dialogue,model,0.0386,2,0,0,0,0,0,0,0,0
Defiance|218,Defiance,Raziel,dialogue,model,0.0386,2,0,0,0,0,0,0,0,0
Defiance|219,Defiance,Kain,dialogue,model,0.025,2,0,0,0,0,0,0,0,0
Defiance|220,Defiance,Raziel,dialogue,model,0.0321,16,2,0,1,3,1,2,0,1
Defiance|221,Defiance,Raziel,narration,model,0.9704,60,2,2,0,1,1,1,0,1
Defiance|222,Defiance,Raziel,narration,model,0.9233,36,0,0,0,2,1,2,0,1
Defiance|224,Defiance,Raziel,dialogue,model,0.0247,16,1,2,1,1,0,1,2,1
Defiance|227,Defiance,Raziel,dialogue,model,0.1097,5,0,0,0,0,1,0,0,0
Defiance|229,Defiance,Raziel,dialogue,model,0.0126,13,1,1,1,1,0,1,1,0
Defiance|231,Defiance,Raziel,narration,model,0.7183,19,0,1,0,0,0,0,0,0
Defiance|233,Defiance,Raziel,narration,manual,NA,16,1,0,0,0,0,1,0,0
Defiance|236,Defiance,Raziel,dialogue,model,0.0177,12,0,1,0,0,0,0,0,0
Defiance|238,Defiance,Raziel,dialogue,model,0.0274,16,0,1,0,0,0,0,0,0
Defiance|240,Defiance,Raziel,dialogue,model,0.0338,22,0,0,0,0,0,0,0,0
Defiance|242,Defiance,Raziel,dialogue,manual,NA,14,0,0,0,0,0,0,0,0
Defiance|244,Defiance,Raziel,dialogue,model,0.0633,26,0,1,0,1,0,0,0,0
Defiance|246,Defiance,Raziel,dialogue,model,0.0141,11,0,0,0,0,0,0,0,0
Defiance|248,Defiance,Raziel,dialogue,model,0.0014,5,0,0,0,0,0,0,0,0
Defiance|250,Defiance,Raziel,dialogue,model,0.0386,2,0,0,0,0,0,0,0,0
Defiance|253,Defiance,Raziel,dialogue,model,0.3027,8,0,0,0,0,0,1,0,0
Defiance|255,Defiance,Raziel,dialogue,model,0.0193,12,0,0,0,0,0,1,0,0
Defiance|257,Defiance,Raziel,dialogue,manual,NA,13,0,0,0,0,0,0,0,0
Defiance|259,Defiance,Raziel,dialogue,model,0.0111,8,0,1,0,0,0,0,0,0
Defiance|261,Defiance,Raziel,dialogue,model,0.0091,7,1,0,1,1,0,1,0,0
Defiance|263,Defiance,Raziel,dialogue,model,0.0014,3,0,0,0,0,0,0,0,0
Defiance|265,Defiance,Raziel,dialogue,model,0.1895,8,0,0,0,0,0,0,0,0
Defiance|267,Defiance,Raziel,dialogue,model,0.1413,6,0,0,0,0,0,0,0,0
Defiance|270,Defiance,Raziel,dialogue,model,2e-4,2,0,0,0,0,0,0,0,0
Defiance|273,Defiance,Raziel,narration,model,0.9797,73,1,3,1,2,2,1,1,2
Defiance|274,Defiance,Raziel,dialogue,model,0.0332,4,0,0,0,0,0,0,0,0
Defiance|279,Defiance,Raziel,dialogue,model,0.1267,5,0,0,0,0,0,0,0,0
Defiance|281,Defiance,Raziel,dialogue,model,0.0127,13,0,0,0,0,0,0,0,0
Defiance|284,Defiance,Raziel,dialogue,model,0.0086,1,0,0,0,0,0,0,0,0
Defiance|286,Defiance,Raziel,dialogue,model,0.0025,6,1,0,1,1,0,1,0,0
Defiance|288,Defiance,Raziel,dialogue,model,0.11,6,0,0,0,0,0,0,0,0
Defiance|290,Defiance,Raziel,dialogue,model,0.018,13,1,1,0,1,1,0,0,1
Defiance|292,Defiance,Kain,narration,model,0.9168,36,0,0,0,1,0,1,0,0
Defiance|296,Defiance,Kain,dialogue,model,0.0461,4,0,0,0,0,0,0,0,0
Defiance|303,Defiance,Kain,dialogue,model,0.0022,4,0,0,0,0,0,0,1,0
Defiance|305,Defiance,Kain,dialogue,model,0.0086,10,0,0,0,0,0,0,0,0
Defiance|306,Defiance,Kain,dialogue,model,0.0116,10,0,0,0,0,0,1,0,0
Defiance|308,Defiance,Kain,dialogue,model,0.0482,20,0,0,0,0,0,0,0,0
Defiance|309,Defiance,Kain,dialogue,manual,NA,11,0,1,0,0,0,1,0,0
Defiance|311,Defiance,Kain,dialogue,model,0.0187,15,0,1,0,0,0,0,0,0
Defiance|313,Defiance,Kain,dialogue,model,0.1056,4,0,0,0,0,0,0,0,0
Defiance|316,Defiance,Raziel,dialogue,model,0.0132,11,0,0,0,0,0,0,0,0
Defiance|318,Defiance,Raziel,dialogue,model,0.0398,19,0,0,0,1,0,0,0,0
Defiance|319,Defiance,Raziel,dialogue,model,0.0172,11,0,0,0,0,0,0,0,0
Defiance|321,Defiance,Raziel,dialogue,model,0.0161,12,0,1,0,0,0,0,1,1
Defiance|323,Defiance,Raziel,dialogue,model,0.0112,10,0,0,0,1,0,1,0,0
Defiance|326,Defiance,Raziel,narration,model,0.8806,27,0,0,0,0,0,0,0,0
Defiance|328,Defiance,Raziel,narration,model,0.9551,48,6,1,2,4,0,4,1,1
Defiance|329,Defiance,Kain,dialogue,model,0.1006,5,0,0,0,0,0,0,0,0
Defiance|330,Defiance,Raziel,dialogue,manual,NA,11,1,1,0,1,1,0,1,1
Defiance|334,Defiance,Kain,dialogue,model,0.0016,5,1,2,1,1,1,1,1,1
Defiance|336,Defiance,Kain,dialogue,model,0.0101,2,0,0,0,0,0,0,0,0
Defiance|337,Defiance,Raziel,dialogue,model,0.0639,4,0,0,0,0,0,0,0,0
Defiance|338,Defiance,Kain,dialogue,model,0.0199,2,0,0,0,0,0,0,0,0
