block_id,game,speaker_canon,register,register_source,p_narration,n_words,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
Defiance|339,Defiance,Raziel,dialogue,manual,NA,19,0,0,1,0,0,0,0,0
Defiance|340,Defiance,Raziel,dialogue,model,0.1009,33,2,0,1,2,0,0,0,0
Defiance|341,Defiance,Kain,dialogue,model,0.1889,7,0,0,0,0,0,0,0,0
Defiance|342,Defiance,Raziel,dialogue,model,0.0061,8,1,0,1,1,0,0,0,0
Defiance|343,Defiance,Kain,dialogue,model,0.0168,1,0,0,0,0,0,0,0,0
Defiance|345,Defiance,Kain,dialogue,model,0.1056,4,1,0,1,1,0,1,0,0
Defiance|348,Defiance,Kain,dialogue,model,0.0013,4,1,0,0,0,0,0,0,0
Defiance|349,Defiance,Kain,dialogue,model,0.0147,13,1,0,0,2,0,0,0,0
Defiance|351,Defiance,Kain,dialogue,model,0.0137,12,0,1,0,1,1,0,0,1
Defiance|353,Defiance,Kain,dialogue,model,0.0062,7,0,0,0,0,0,0,0,0
Defiance|354,Defiance,Kain,narration,model,0.8627,26,0,0,0,0,0,0,0,0
Defiance|355,Defiance,Kain,narration,model,0.9409,44,2,4,2,2,3,1,3,2
Blood Omen|11,Blood Omen,Vorador,dialogue,model,0.0078,10,0,0,0,0,0,0,0,0
Blood Omen|13,Blood Omen,Mortanius,dialogue,model,0.0171,12,1,1,0,1,0,1,0,0
Blood Omen|15,Blood Omen,Mortanius,dialogue,model,0.0447,22,0,0,1,0,0,0,0,1
Blood Omen|34,Blood Omen,Mortanius,dialogue,model,0.006,9,0,0,0,0,0,0,0,0
Blood Omen|51,Blood Omen,Ariel,dialogue,model,0.0149,10,1,0,0,1,0,1,0,0
Blood Omen|53,Blood Omen,Ariel,dialogue,model,0.1106,35,2,1,1,2,0,0,0,1
Blood Omen|55,Blood Omen,Ariel,dialogue,model,0.3126,63,5,4,5,6,3,4,4,2
Blood Omen|57,Blood Omen,Ariel,dialogue,model,0.0654,26,1,0,1,2,0,3,0,0
Blood Omen|59,Blood Omen,Ariel,dialogue,model,0.0062,7,0,1,0,1,0,0,0,0
Blood Omen|95,Blood Omen,Ariel,dialogue,model,0.1844,45,2,1,1,2,0,2,1,0
Blood Omen|132,Blood Omen,Ariel,dialogue,model,0.0533,23,1,1,1,0,0,0,0,2
Blood Omen|175,Blood Omen,Vorador,dialogue,model,0.0664,25,0,2,0,0,2,0,2,0
Blood Omen|177,Blood Omen,Vorador,dialogue,model,0.2739,59,2,1,3,2,2,3,2,4
Blood Omen|179,Blood Omen,Vorador,dialogue,model,0.1314,36,1,1,1,2,2,3,2,1
Blood Omen|211,Blood Omen,Vorador,dialogue,model,0.0255,13,0,0,0,0,0,0,0,0
Blood Omen|222,Blood Omen,Ariel,dialogue,model,0.1153,36,0,4,0,0,1,1,0,1
Blood Omen|253,Blood Omen,Ariel,dialogue,constraint,0.6894,126,2,2,2,3,2,4,0,4
Blood Omen|255,Blood Omen,Ariel,dialogue,model,0.0164,14,0,1,0,0,1,0,1,1
Blood Omen|314,Blood Omen,Moebius,dialogue,model,0.0112,9,2,0,1,2,0,1,0,0
Blood Omen|316,Blood Omen,Moebius,dialogue,model,0.0037,4,0,0,0,0,0,0,0,0
Blood Omen|318,Blood Omen,Moebius,dialogue,model,0.0037,7,1,1,1,1,0,1,0,1
Blood Omen|320,Blood Omen,Moebius,dialogue,model,0.0461,4,0,0,1,0,0,0,0,0
Blood Omen|322,Blood Omen,Moebius,dialogue,model,4e-4,3,0,0,0,0,0,0,0,0
Blood Omen|324,Blood Omen,Moebius,dialogue,model,0.0194,15,0,1,0,0,0,0,0,0
Blood Omen|331,Blood Omen,Moebius,dialogue,model,0.0469,23,0,1,1,0,1,0,1,2
Blood Omen|333,Blood Omen,Moebius,dialogue,model,0.0234,14,0,0,0,0,0,0,0,0
Blood Omen|335,Blood Omen,Moebius,dialogue,model,0.0104,12,0,1,0,0,0,0,0,1
Blood Omen|354,Blood Omen,Moebius,dialogue,model,0.0391,17,0,0,1,1,1,1,0,1
Blood Omen|356,Blood Omen,Moebius,dialogue,model,0.0186,13,0,0,0,0,0,0,0,0
Blood Omen|358,Blood Omen,Moebius,dialogue,model,0.156,6,0,0,0,0,0,0,0,0
Blood Omen|360,Blood Omen,Moebius,dialogue,model,0.0544,4,0,0,0,0,0,0,0,0
Blood Omen|362,Blood Omen,Moebius,dialogue,model,0.0278,2,0,0,0,0,0,0,0,0
Blood Omen|364,Blood Omen,Moebius,dialogue,model,0.159,44,1,0,1,2,1,1,0,1
Blood Omen|366,Blood Omen,Moebius,dialogue,model,0.0555,3,0,1,0,0,1,0,1,1
Blood Omen|368,Blood Omen,Moebius,dialogue,model,0.1938,6,0,0,0,0,0,0,0,0
Blood Omen|371,Blood Omen,Moebius,dialogue,model,0.0257,18,1,1,1,2,0,1,0,0
Blood Omen|381,Blood Omen,Mortanius,dialogue,constraint,0.8627,24,3,0,2,3,0,3,0,0
Blood Omen|383,Blood Omen,Mortanius,dialogue,model,0.044,4,0,0,0,1,0,1,0,0
Blood Omen|386,Blood Omen,Mortanius,dialogue,constraint,NA,17,1,2,1,1,1,2,3,1
Blood Omen|400,Blood Omen,Ariel,dialogue,constraint,0.8657,28,2,2,1,3,0,1,1,1
Soul Reaver|22,Soul Reaver,Elder God,dialogue,model,0.0013,4,0,0,0,0,0,0,0,1
Soul Reaver|24,Soul Reaver,Elder God,dialogue,model,0.0039,7,0,0,0,0,0,0,0,1
Soul Reaver|28,Soul Reaver,Elder God,dialogue,model,0.0305,15,1,0,0,2,0,2,1,0
Soul Reaver|31,Soul Reaver,Elder God,dialogue,model,0.0022,5,0,0,0,0,0,0,0,0
Soul Reaver|33,Soul Reaver,Elder God,dialogue,model,0.2937,61,0,2,1,1,1,1,0,1
Soul Reaver|35,Soul Reaver,Elder God,dialogue,model,0.2235,49,3,3,2,2,1,2,2,2
Soul Reaver|37,Soul Reaver,Elder God,dialogue,model,0.0564,23,0,0,0,0,0,0,0,0
Soul Reaver|39,Soul Reaver,Elder God,dialogue,model,0.0034,6,0,0,0,0,0,0,0,0
Soul Reaver|41,Soul Reaver,Elder God,dialogue,model,0.1546,39,0,2,0,0,1,2,2,1
Soul Reaver|43,Soul Reaver,Elder God,dialogue,model,0.0559,23,1,0,1,2,0,1,0,0
Soul Reaver|46,Soul Reaver,Elder God,dialogue,constraint,0.7134,21,0,1,0,0,1,0,1,0
Soul Reaver|48,Soul Reaver,Elder God,dialogue,model,0.2701,57,0,1,0,1,0,1,0,2
Soul Reaver|50,Soul Reaver,Elder God,dialogue,model,0.0771,26,0,0,1,2,0,1,0,1
Soul Reaver|52,Soul Reaver,Elder God,dialogue,model,0.2168,50,1,2,0,2,1,1,1,1
Soul Reaver|55,Soul Reaver,Elder God,dialogue,model,0.0129,13,0,0,0,0,0,0,0,1
Soul Reaver|57,Soul Reaver,Elder God,dialogue,model,0.0556,21,0,1,0,0,0,0,0,0
Soul Reaver|61,Soul Reaver,Elder God,dialogue,model,0.0806,25,0,0,1,0,0,0,0,0
Soul Reaver|63,Soul Reaver,Elder God,dialogue,model,0.0362,16,0,0,0,0,0,0,0,0
Soul Reaver|70,Soul Reaver,Elder God,dialogue,constraint,NA,72,0,1,2,5,0,4,0,0
Soul Reaver|87,Soul Reaver,Elder God,dialogue,constraint,0.8853,36,1,3,1,2,1,0,1,0
Soul Reaver|104,Soul Reaver,Elder God,dialogue,model,0.0022,5,0,0,0,0,0,0,0,0
Soul Reaver|106,Soul Reaver,Elder God,dialogue,model,0.0351,14,0,1,0,0,1,0,1,0
Soul Reaver|109,Soul Reaver,Elder God,dialogue,model,0.0636,23,0,1,0,0,1,1,1,0
Soul Reaver|128,Soul Reaver,Elder God,dialogue,constraint,NA,74,2,0,0,2,0,2,0,2
Soul Reaver|130,Soul Reaver,Ariel,dialogue,model,0.0194,15,1,0,0,1,0,1,0,0
Soul Reaver|132,Soul Reaver,Ariel,dialogue,constraint,0.9134,46,0,2,3,2,1,1,0,1
Soul Reaver|134,Soul Reaver,Ariel,dialogue,model,0.1963,42,2,1,1,1,1,2,0,2
Soul Reaver|136,Soul Reaver,Ariel,dialogue,model,0.0371,19,1,1,0,2,1,1,0,1
Soul Reaver|138,Soul Reaver,Elder God,dialogue,model,0.1601,36,0,0,0,0,1,0,0,2
Soul Reaver|148,Soul Reaver,Elder God,dialogue,model,0.1681,43,1,1,1,1,1,0,1,0
Soul Reaver|150,Soul Reaver,Elder God,dialogue,model,0.1093,27,1,1,0,0,1,0,0,0
Soul Reaver|154,Soul Reaver,Elder God,dialogue,model,0.0305,15,0,0,0,1,0,1,0,0
Soul Reaver|159,Soul Reaver,Elder God,dialogue,constraint,NA,54,2,2,0,2,2,2,2,1
Soul Reaver|166,Soul Reaver,Elder God,dialogue,model,0.1837,43,2,0,0,0,0,0,0,0
Soul Reaver|169,Soul Reaver,Elder God,dialogue,model,0.3443,59,3,3,1,6,3,5,2,3
Soul Reaver|187,Soul Reaver,Elder God,dialogue,model,0.1052,32,0,1,0,2,1,1,0,0
Soul Reaver|189,Soul Reaver,Elder God,dialogue,model,0.1513,36,0,4,0,1,1,1,1,2
Soul Reaver|192,Soul Reaver,Elder God,dialogue,constraint,0.9718,68,3,1,1,5,1,1,1,2
Soul Reaver|205,Soul Reaver,Elder God,dialogue,model,0.1791,40,0,0,0,0,0,0,0,1
Soul Reaver|213,Soul Reaver,Elder God,dialogue,constraint,NA,14,0,1,0,0,0,0,1,0
Soul Reaver|242,Soul Reaver,Elder God,dialogue,model,0.0193,13,1,1,0,2,0,1,1,0
Soul Reaver|244,Soul Reaver,Moebius,dialogue,model,0.0282,14,1,1,0,1,0,0,0,1
Soul Reaver 2|27,Soul Reaver 2,Moebius,dialogue,model,0.0248,13,1,1,0,1,0,0,0,1
Soul Reaver 2|29,Soul Reaver 2,Moebius,dialogue,model,0.0173,15,0,0,0,1,0,1,0,1
Soul Reaver 2|33,Soul Reaver 2,Moebius,dialogue,model,0.1515,40,1,1,1,4,1,1,1,0
Soul Reaver 2|39,Soul Reaver 2,Moebius,dialogue,model,0.0923,30,0,1,0,1,0,1,0,4
Soul Reaver 2|44,Soul Reaver 2,Moebius,dialogue,model,0.1692,38,1,0,0,1,0,0,0,1
Soul Reaver 2|45,Soul Reaver 2,Moebius,dialogue,model,0.0159,11,0,0,0,0,1,0,0,1
Soul Reaver 2|48,Soul Reaver 2,Moebius,dialogue,constraint,0.9156,44,1,2,1,3,0,1,0,1
Soul Reaver 2|51,Soul Reaver 2,Moebius,dialogue,constraint,0.8824,31,2,1,1,3,0,3,0,1
Soul Reaver 2|52,Soul Reaver 2,Moebius,dialogue,constraint,0.6734,13,0,0,0,0,0,0,0,0
Soul Reaver 2|53,Soul Reaver 2,Moebius,dialogue,model,0.2643,57,2,0,1,2,1,1,0,3
Soul Reaver 2|55,Soul Reaver 2,Moebius,dialogue,model,0.0062,8,0,0,0,0,0,0,1,1
Soul Reaver 2|57,Soul Reaver 2,Moebius,dialogue,model,0.0618,24,1,2,1,0,0,0,0,0
Soul Reaver 2|59,Soul Reaver 2,Moebius,dialogue,model,0.0537,21,0,1,0,0,1,0,0,1
Soul Reaver 2|60,Soul Reaver 2,Moebius,dialogue,constraint,NA,75,4,3,3,4,0,3,0,1
Soul Reaver 2|62,Soul Reaver 2,Moebius,dialogue,constraint,NA,93,1,2,0,3,2,1,1,4
Soul Reaver 2|88,Soul Reaver 2,Moebius,dialogue,model,0.0709,25,0,1,0,0,0,1,0,0
Soul Reaver 2|91,Soul Reaver 2,Moebius,dialogue,model,0.2417,7,0,1,0,0,0,0,0,0
Soul Reaver 2|94,Soul Reaver 2,Moebius,dialogue,constraint,0.7766,24,1,3,1,2,1,1,1,2
Soul Reaver 2|96,Soul Reaver 2,Moebius,dialogue,model,0.0429,20,1,1,0,1,0,0,0,1
Soul Reaver 2|99,Soul Reaver 2,Moebius,dialogue,model,0.3053,53,2,2,0,4,1,2,0,3
Soul Reaver 2|102,Soul Reaver 2,Moebius,dialogue,model,0.0734,26,1,0,0,1,0,2,1,1
Soul Reaver 2|177,Soul Reaver 2,Elder God,dialogue,model,0.0386,2,0,0,0,0,0,0,0,0
Soul Reaver 2|179,Soul Reaver 2,Elder God,dialogue,model,0.1175,4,1,0,0,0,0,0,0,0
Soul Reaver 2|181,Soul Reaver 2,Elder God,dialogue,constraint,0.8198,31,0,1,0,0,1,0,1,2
Soul Reaver 2|183,Soul Reaver 2,Elder God,dialogue,model,0.0449,23,0,0,1,0,1,0,0,0
Soul Reaver 2|185,Soul Reaver 2,Elder God,dialogue,model,0.0772,24,2,0,1,2,0,1,1,0
Soul Reaver 2|189,Soul Reaver 2,Elder God,dialogue,model,0.1632,45,4,3,3,4,3,3,2,2
Soul Reaver 2|191,Soul Reaver 2,Elder God,dialogue,constraint,NA,107,6,3,6,9,1,7,1,3
Soul Reaver 2|193,Soul Reaver 2,Elder God,dialogue,model,0.2573,47,3,1,2,2,1,4,1,2
Soul Reaver 2|216,Soul Reaver 2,Vorador,dialogue,model,0.0091,7,0,0,0,0,0,0,0,0
Soul Reaver 2|218,Soul Reaver 2,Vorador,dialogue,model,0.1331,6,0,0,0,0,0,0,0,0
Soul Reaver 2|220,Soul Reaver 2,Vorador,dialogue,model,0.1517,38,1,1,1,1,0,1,0,0
Soul Reaver 2|221,Soul Reaver 2,Vorador,dialogue,constraint,NA,79,4,2,4,5,1,2,1,1
Soul Reaver 2|224,Soul Reaver 2,Vorador,dialogue,model,0.0037,8,0,0,0,0,0,0,0,0
Soul Reaver 2|227,Soul Reaver 2,Vorador,dialogue,constraint,NA,15,0,0,0,0,0,0,0,0
Soul Reaver 2|229,Soul Reaver 2,Vorador,dialogue,constraint,0.9392,47,2,0,2,2,1,2,0,1
Soul Reaver 2|231,Soul Reaver 2,Vorador,dialogue,constraint,NA,13,0,0,0,0,0,0,0,0
Soul Reaver 2|235,Soul Reaver 2,Vorador,dialogue,constraint,0.941,43,0,3,1,0,2,0,1,2
Soul Reaver 2|237,Soul Reaver 2,Vorador,dialogue,constraint,NA,101,1,2,0,1,2,1,1,3
Soul Reaver 2|241,Soul Reaver 2,Elder God,dialogue,model,0.1267,5,0,1,0,0,1,0,0,0
Soul Reaver 2|243,Soul Reaver 2,Elder God,dialogue,model,0.1941,43,1,0,0,1,0,1,0,2
Soul Reaver 2|245,Soul Reaver 2,Elder God,dialogue,model,0.0357,21,1,0,0,1,0,1,1,0
Soul Reaver 2|320,Soul Reaver 2,Moebius,dialogue,model,0.0381,18,2,0,2,1,0,2,0,0
Soul Reaver 2|322,Soul Reaver 2,Moebius,dialogue,model,0.0422,16,0,0,0,1,0,1,1,0
Soul Reaver 2|324,Soul Reaver 2,Moebius,dialogue,model,0.0084,9,1,0,0,0,0,0,0,0
Soul Reaver 2|327,Soul Reaver 2,Moebius,dialogue,model,0.0202,15,0,0,0,0,0,0,0,1
Soul Reaver 2|329,Soul Reaver 2,Moebius,dialogue,model,0.0294,17,0,1,0,0,0,0,0,0
Soul Reaver 2|333,Soul Reaver 2,Moebius,dialogue,model,9e-4,4,0,0,0,0,0,0,0,0
Soul Reaver 2|338,Soul Reaver 2,Moebius,dialogue,model,0.0077,9,0,0,0,0,0,0,0,0
Soul Reaver 2|340,Soul Reaver 2,Moebius,dialogue,model,0.0589,23,0,0,0,0,0,0,0,0
Soul Reaver 2|350,Soul Reaver 2,Moebius,dialogue,model,0.0168,1,0,0,0,0,0,0,0,0
Soul Reaver 2|352,Soul Reaver 2,Moebius,dialogue,constraint,NA,10,0,0,0,0,0,0,0,0
Soul Reaver 2|354,Soul Reaver 2,Moebius,dialogue,model,0.184,40,0,1,0,1,0,1,0,0
Soul Reaver 2|356,Soul Reaver 2,Moebius,dialogue,constraint,NA,65,0,3,1,2,1,2,1,4
Soul Reaver 2|358,Soul Reaver 2,Moebius,dialogue,constraint,0.7747,24,0,1,1,1,1,1,1,0
Soul Reaver 2|360,Soul Reaver 2,Moebius,dialogue,model,0.0249,15,0,0,0,0,0,1,1,0
Soul Reaver 2|371,Soul Reaver 2,Ariel,dialogue,constraint,0.9863,92,5,2,2,7,1,8,2,2
Soul Reaver 2|375,Soul Reaver 2,Ariel,dialogue,constraint,0.7392,17,0,1,0,0,1,0,1,1
Soul Reaver 2|378,Soul Reaver 2,Ariel,dialogue,model,0.072,28,1,0,2,2,0,2,0,0
Soul Reaver 2|381,Soul Reaver 2,Ariel,dialogue,model,0.0212,18,1,0,1,2,0,2,0,1
Soul Reaver 2|383,Soul Reaver 2,Ariel,dialogue,model,0.0034,8,2,0,1,2,0,2,0,0
Soul Reaver 2|388,Soul Reaver 2,Elder God,dialogue,model,0.3247,58,2,3,2,2,2,1,0,2
Soul Reaver 2|391,Soul Reaver 2,Elder God,dialogue,model,0.0366,19,0,1,0,0,0,0,0,1
Soul Reaver 2|392,Soul Reaver 2,Elder God,dialogue,model,0.1889,7,1,1,1,2,0,2,1,0
Soul Reaver 2|452,Soul Reaver 2,Janos Audron,dialogue,constraint,NA,14,1,0,1,1,0,0,0,0
Soul Reaver 2|454,Soul Reaver 2,Janos Audron,dialogue,model,0.0052,9,0,1,0,0,1,0,0,0
Soul Reaver 2|457,Soul Reaver 2,Janos Audron,dialogue,constraint,NA,68,1,3,0,0,2,1,0,5
Soul Reaver 2|461,Soul Reaver 2,Janos Audron,dialogue,model,0.0518,3,0,0,0,0,0,0,0,0
Soul Reaver 2|463,Soul Reaver 2,Janos Audron,dialogue,constraint,0.9551,55,2,2,4,3,1,2,1,1
Soul Reaver 2|467,Soul Reaver 2,Janos Audron,dialogue,constraint,0.9649,70,3,1,3,6,1,2,0,1
Soul Reaver 2|469,Soul Reaver 2,Janos Audron,dialogue,constraint,NA,12,0,0,0,0,0,0,0,0
Soul Reaver 2|471,Soul Reaver 2,Janos Audron,dialogue,model,0.1135,37,2,0,0,3,0,3,1,0
Soul Reaver 2|473,Soul Reaver 2,Janos Audron,dialogue,constraint,NA,16,2,1,1,1,0,1,0,0
Soul Reaver 2|476,Soul Reaver 2,Janos Audron,dialogue,constraint,0.6771,20,3,0,2,2,0,1,0,0
Soul Reaver 2|478,Soul Reaver 2,Janos Audron,dialogue,model,0.3027,8,0,0,0,0,0,0,0,0
Soul Reaver 2|480,Soul Reaver 2,Janos Audron,dialogue,constraint,NA,14,1,0,0,1,0,0,0,0
Soul Reaver 2|484,Soul Reaver 2,Janos Audron,dialogue,model,0.0445,3,0,0,0,1,0,0,0,0
Soul Reaver 2|486,Soul Reaver 2,Janos Audron,dialogue,model,0.1196,34,0,1,0,1,1,1,0,2
Soul Reaver 2|488,Soul Reaver 2,Janos Audron,dialogue,model,0.0223,14,1,0,0,1,0,0,0,0
Soul Reaver 2|490,Soul Reaver 2,Janos Audron,dialogue,constraint,NA,12,0,0,0,0,0,0,0,0
Soul Reaver 2|493,Soul Reaver 2,Janos Audron,dialogue,model,0.0168,1,0,0,0,0,0,0,0,0
Soul Reaver 2|497,Soul Reaver 2,Janos Audron,dialogue,constraint,0.8461,28,0,1,0,1,1,0,1,0
Soul Reaver 2|502,Soul Reaver 2,Janos Audron,dialogue,model,0.0043,6,1,0,0,1,0,0,0,0
Soul Reaver 2|504,Soul Reaver 2,Janos Audron,dialogue,model,0.002,5,0,0,0,0,1,0,0,1
Soul Reaver 2|514,Soul Reaver 2,Janos Audron,dialogue,model,0.0686,3,1,0,0,1,0,1,0,0
Soul Reaver 2|541,Soul Reaver 2,Elder God,dialogue,model,0.0031,5,0,0,0,0,0,0,0,0
Soul Reaver 2|549,Soul Reaver 2,Moebius,dialogue,model,0.0831,33,1,1,1,0,1,0,1,1
Soul Reaver 2|552,Soul Reaver 2,Moebius,dialogue,constraint,NA,6,0,1,0,0,1,0,0,0
Soul Reaver 2|554,Soul Reaver 2,Moebius,dialogue,constraint,NA,18,0,0,1,2,0,2,1,0
Soul Reaver 2|556,Soul Reaver 2,Moebius,dialogue,model,0.1289,30,0,1,0,1,0,0,0,0
Soul Reaver 2|564,Soul Reaver 2,Moebius,dialogue,model,0.1767,6,0,0,0,0,0,0,0,0
Blood Omen 2|5,Blood Omen 2,Umah,dialogue,model,0.0279,15,0,2,0,1,2,0,3,2
Blood Omen 2|8,Blood Omen 2,Umah,dialogue,model,0.1783,43,0,2,0,0,0,0,0,0
Blood Omen 2|11,Blood Omen 2,Umah,dialogue,model,0.1505,33,0,1,0,0,2,0,1,2
Blood Omen 2|14,Blood Omen 2,Umah,dialogue,model,0.117,35,0,0,0,1,0,0,0,1
Blood Omen 2|17,Blood Omen 2,Umah,dialogue,model,0.049,24,0,1,0,0,0,0,0,1
Blood Omen 2|19,Blood Omen 2,Umah,dialogue,model,0.2221,36,2,0,0,2,0,2,0,3
Blood Omen 2|21,Blood Omen 2,Umah,dialogue,constraint,0.6608,113,7,0,4,8,1,5,0,6
Blood Omen 2|24,Blood Omen 2,Umah,dialogue,model,0.0447,21,0,1,0,0,1,0,1,1
Blood Omen 2|27,Blood Omen 2,Umah,dialogue,model,0.0168,1,0,0,0,0,0,0,0,0
Blood Omen 2|29,Blood Omen 2,Umah,dialogue,model,0.2061,52,3,0,1,3,0,2,0,1
Blood Omen 2|31,Blood Omen 2,Umah,dialogue,model,0.1342,38,1,1,0,2,0,2,0,0
Blood Omen 2|33,Blood Omen 2,Umah,dialogue,model,0.2222,52,2,2,1,3,0,3,0,3
Blood Omen 2|35,Blood Omen 2,Umah,dialogue,model,0.092,33,0,3,0,0,2,0,1,1
Blood Omen 2|38,Blood Omen 2,Umah,dialogue,constraint,0.8435,37,0,0,2,1,0,1,0,2
Blood Omen 2|42,Blood Omen 2,Umah,dialogue,model,0.1007,31,1,0,0,1,0,0,0,1
Blood Omen 2|44,Blood Omen 2,Umah,dialogue,constraint,NA,14,0,0,1,0,0,0,0,2
Blood Omen 2|46,Blood Omen 2,Umah,dialogue,model,0.1572,40,0,3,0,0,5,1,1,2
Blood Omen 2|51,Blood Omen 2,Umah,dialogue,model,0.0232,15,1,2,1,1,0,1,1,0
Blood Omen 2|57,Blood Omen 2,Umah,dialogue,constraint,0.7127,23,0,0,0,0,0,0,0,0
Blood Omen 2|60,Blood Omen 2,Umah,dialogue,model,0.1017,31,1,0,0,1,0,0,0,0
Blood Omen 2|62,Blood Omen 2,Umah,dialogue,constraint,0.8125,28,0,2,0,0,1,0,0,2
Blood Omen 2|64,Blood Omen 2,Umah,dialogue,model,0.1482,39,1,0,0,2,0,1,0,0
Blood Omen 2|66,Blood Omen 2,Umah,dialogue,model,0.1753,41,1,2,1,1,1,0,0,1
Blood Omen 2|68,Blood Omen 2,Umah,dialogue,model,0.1883,46,0,0,0,1,1,1,0,2
Blood Omen 2|75,Blood Omen 2,Umah,dialogue,model,0.097,30,5,0,3,6,0,4,1,0
Blood Omen 2|77,Blood Omen 2,Umah,dialogue,model,0.1701,7,0,0,0,0,0,0,0,0
Blood Omen 2|79,Blood Omen 2,Umah,dialogue,model,0.0031,5,0,0,0,0,0,0,0,0
Blood Omen 2|82,Blood Omen 2,Umah,dialogue,constraint,NA,84,1,4,1,3,3,3,1,3
Blood Omen 2|84,Blood Omen 2,Umah,dialogue,constraint,NA,77,1,3,1,4,2,2,0,1
Blood Omen 2|86,Blood Omen 2,Umah,dialogue,model,0.1586,39,1,0,0,2,1,0,0,2
Blood Omen 2|89,Blood Omen 2,Umah,dialogue,model,0.1164,34,0,0,1,1,0,0,0,0
Blood Omen 2|91,Blood Omen 2,Umah,dialogue,constraint,NA,73,5,5,2,7,0,3,0,2
Blood Omen 2|93,Blood Omen 2,Umah,dialogue,model,0.046,22,2,0,1,3,0,2,1,0
Blood Omen 2|95,Blood Omen 2,Umah,dialogue,model,0.0636,22,2,1,1,1,0,0,0,0
Blood Omen 2|97,Blood Omen 2,Umah,dialogue,model,0.0309,19,0,3,1,0,1,0,0,3
Blood Omen 2|99,Blood Omen 2,Umah,dialogue,model,0.0169,13,0,0,0,0,0,0,0,0
Blood Omen 2|108,Blood Omen 2,Umah,dialogue,constraint,NA,98,0,1,1,0,0,1,0,2
Blood Omen 2|110,Blood Omen 2,Umah,dialogue,model,0.0319,18,0,1,0,0,0,0,0,1
Blood Omen 2|112,Blood Omen 2,Umah,dialogue,model,0.1889,7,0,1,0,0,1,0,1,1
Blood Omen 2|114,Blood Omen 2,Umah,dialogue,model,0.1267,5,0,0,0,0,0,0,0,0
Blood Omen 2|116,Blood Omen 2,Umah,dialogue,model,0.0306,19,0,2,0,1,1,0,0,2
Blood Omen 2|118,Blood Omen 2,Umah,dialogue,model,0.0686,3,0,0,0,0,0,0,0,0
Blood Omen 2|122,Blood Omen 2,Umah,dialogue,model,0.0297,18,0,0,0,0,0,1,0,0
Blood Omen 2|125,Blood Omen 2,Umah,dialogue,model,0.0416,21,0,0,0,0,0,0,0,0
Blood Omen 2|129,Blood Omen 2,Umah,dialogue,model,0.0082,12,1,1,1,1,0,1,1,0
Blood Omen 2|150,Blood Omen 2,Umah,dialogue,constraint,NA,78,1,1,1,1,1,0,1,4
Blood Omen 2|152,Blood Omen 2,Umah,dialogue,model,0.1138,36,0,0,0,1,0,0,0,1
Blood Omen 2|154,Blood Omen 2,Umah,dialogue,model,0.0136,13,0,0,0,0,0,0,0,0
Blood Omen 2|180,Blood Omen 2,Umah,dialogue,model,0.054,22,0,0,0,0,0,0,0,2
Blood Omen 2|182,Blood Omen 2,Umah,dialogue,model,0.0748,31,0,2,0,0,1,0,0,2
Blood Omen 2|185,Blood Omen 2,Umah,dialogue,model,0.1846,48,1,2,0,0,1,0,0,2
Blood Omen 2|188,Blood Omen 2,Umah,dialogue,model,0.0192,16,0,2,0,0,0,0,0,0
Blood Omen 2|190,Blood Omen 2,Umah,dialogue,model,0.0262,17,1,1,1,0,1,0,2,1
Blood Omen 2|192,Blood Omen 2,Umah,dialogue,model,0.0273,17,0,0,0,0,0,0,0,0
Blood Omen 2|195,Blood Omen 2,Umah,dialogue,model,0.0478,20,0,0,1,1,0,1,0,0
Blood Omen 2|231,Blood Omen 2,Sebastian,dialogue,model,0.2855,10,0,0,0,1,0,1,0,0
Blood Omen 2|233,Blood Omen 2,Sebastian,dialogue,constraint,NA,15,0,0,0,0,0,0,0,0
Blood Omen 2|235,Blood Omen 2,Sebastian,dialogue,model,0.0317,17,0,0,0,0,1,0,0,0
Blood Omen 2|238,Blood Omen 2,Sebastian,dialogue,model,0.0161,13,0,1,0,0,1,0,1,1
Blood Omen 2|240,Blood Omen 2,Sebastian,dialogue,model,0.0135,11,0,0,0,1,0,1,0,0
Blood Omen 2|242,Blood Omen 2,Sebastian,dialogue,model,0.0868,32,2,1,2,1,1,1,1,2
Blood Omen 2|246,Blood Omen 2,Vorador,dialogue,model,0.0391,20,0,1,0,0,1,1,0,1
Blood Omen 2|249,Blood Omen 2,Vorador,dialogue,constraint,0.7697,26,1,1,0,1,0,1,0,1
Blood Omen 2|251,Blood Omen 2,Vorador,dialogue,model,0.0962,4,0,0,0,0,0,0,0,0
Blood Omen 2|253,Blood Omen 2,Vorador,dialogue,model,0.1994,51,2,2,2,3,1,1,0,4
Blood Omen 2|256,Blood Omen 2,Vorador,dialogue,model,0.0219,3,0,0,0,0,0,0,0,0
Blood Omen 2|258,Blood Omen 2,Vorador,dialogue,model,0.0142,2,0,0,0,0,0,0,0,0
Blood Omen 2|260,Blood Omen 2,Vorador,dialogue,model,0.1021,3,0,0,0,0,0,0,0,0
Blood Omen 2|262,Blood Omen 2,Vorador,dialogue,model,0.0086,1,0,0,0,0,0,0,0,0
Blood Omen 2|266,Blood Omen 2,Vorador,dialogue,model,0.2716,7,0,0,0,0,1,0,0,1
